"Project_name","SiteID","sys_sample_code","chemical_name","sample_date","cas_rn","fraction","result_value","result_unit","method_detection_limit","detection_limit_unit","quantitation_limit","lab_qualifiers","validator_qualifiers","interpreted_qualifiers"
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-08192019-W","Bromoform",2019-08-19 09:00:00,"75-25-2","T",NA,"ug/l",0.25,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-08192019-W","Chloroform",2019-08-19 09:00:00,"67-66-3","T",NA,"ug/l",0.24,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-08192019-W","Chlorophyll A",2019-08-19 09:00:00,"479-61-8","T",1.01,"ug/l",NA,"ug/l",0.078,"","A",""
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-08192019-W","Dibromochloromethane",2019-08-19 09:00:00,"124-48-1","T",NA,"ug/l",0.2,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-08192019-W","Nitrate+Nitrite as Nitrogen",2019-08-19 09:00:00,"NO3NO2N","T",0.59,"mg/l",0.0015,"mg/l",0.002,"","R","Accuracy error"
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-08192019-W","Nitrogen",2019-08-19 09:00:00,"7727-37-9","T",0.59,"mg/l",NA,"mg/l",0.1,"","A",""
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-08192019-W","Nitrogen, ammonia (As N)",2019-08-19 09:00:00,"7664-41-7","T",0.047,"mg/l",0.003,"mg/l",0.01,"","R","Precision error"
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-08192019-W","NITROGEN, KJELDAHL, TOTAL",2019-08-19 09:00:00,"KN","T",0.31,"mg/l",0.1,"mg/l",0.1,"","A",""
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-08192019-W","NITROGEN, NITRATE (AS N)",2019-08-19 09:00:00,"14797-55-8","T",0.59,"mg/l",NA,"mg/l",0.01,"","A",""
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-08192019-W","NITROGEN, NITRITE",2019-08-19 09:00:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-08192019-W","Orthophosphate as Phosphorus, Dissolved",2019-08-19 09:00:00,"PDORTHO","T",0.0517,"mg/l",0.0049,"mg/l",0.005,"","R","Accuracy error"
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-08192019-W","PHOSPHORUS, TOTAL (AS P)",2019-08-19 09:00:00,"7723-14-0","T",0.0632,"mg/l",0.0036,"mg/l",0.005,"","A",""
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-08192019-W","TURBIDITY",2019-08-19 09:00:00,"TURB","T",8.65,"ntu",0.06,"ntu",0.1,"","A",""
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-09042019-W","Bromodichloromethane",2019-09-04 09:20:00,"75-27-4","T",NA,"ug/l",0.22,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-09042019-W","Bromoform",2019-09-04 09:20:00,"75-25-2","T",NA,"ug/l",0.25,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-09042019-W","Chloroform",2019-09-04 09:20:00,"67-66-3","T",NA,"ug/l",0.24,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-09042019-W","Chlorophyll A",2019-09-04 09:20:00,"479-61-8","T",0.873,"ug/l",NA,"ug/l",0.08,"","A",""
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-09042019-W","Dibromochloromethane",2019-09-04 09:20:00,"124-48-1","T",NA,"ug/l",0.2,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-09042019-W","Nitrate+Nitrite as Nitrogen",2019-09-04 09:20:00,"NO3NO2N","T",0.663,"mg/l",0.0015,"mg/l",0.002,"","R","Result should be less than the total"
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-09042019-W","Nitrogen",2019-09-04 09:20:00,"7727-37-9","T",0.66,"mg/l",NA,"mg/l",0.1,"","A",""
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-09042019-W","Nitrogen, ammonia (As N)",2019-09-04 09:20:00,"7664-41-7","T",0.03,"mg/l",0.003,"mg/l",0.01,"","A",""
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-09042019-W","NITROGEN, KJELDAHL, TOTAL",2019-09-04 09:20:00,"KN","T",0.28,"mg/l",0.1,"mg/l",0.1,"","A",""
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-09042019-W","NITROGEN, NITRATE (AS N)",2019-09-04 09:20:00,"14797-55-8","T",0.663,"mg/l",NA,"mg/l",0.01,"","A",""
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-09042019-W","NITROGEN, NITRITE",2019-09-04 09:20:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-09042019-W","Orthophosphate as Phosphorus, Dissolved",2019-09-04 09:20:00,"PDORTHO","D",0.0384,"mg/l",0.0049,"mg/l",0.005,"","A",""
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-09042019-W","PHOSPHORUS, TOTAL (AS P)",2019-09-04 09:20:00,"7723-14-0","T",0.0526,"mg/l",0.0036,"mg/l",0.005,"","A",""
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-09042019-W","TURBIDITY",2019-09-04 09:20:00,"TURB","T",5.69,"ntu",0.06,"ntu",0.1,"","J","estimated value due to Equipment Blank error"
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-09162019-W","Bromodichloromethane",2019-09-16 09:00:00,"75-27-4","T",NA,"ug/l",0.22,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-09162019-W","Bromoform",2019-09-16 09:00:00,"75-25-2","T",NA,"ug/l",0.25,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-09162019-W","Chloroform",2019-09-16 09:00:00,"67-66-3","T",NA,"ug/l",0.24,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-09162019-W","Chlorophyll A",2019-09-16 09:00:00,"479-61-8","T",1.31,"ug/l",NA,"ug/l",0.078,"","A",""
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-09162019-W","Dibromochloromethane",2019-09-16 09:00:00,"124-48-1","T",NA,"ug/l",0.2,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-09162019-W","Nitrate+Nitrite as Nitrogen",2019-09-16 09:00:00,"NO3NO2N","T",0.469,"mg/l",0.0015,"mg/l",0.002,"","A",""
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-09162019-W","Nitrogen",2019-09-16 09:00:00,"7727-37-9","T",0.47,"mg/l",NA,"mg/l",0.1,"","A",""
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-09162019-W","Nitrogen, ammonia (As N)",2019-09-16 09:00:00,"7664-41-7","T",0.033,"mg/l",0.003,"mg/l",0.01,"","A",""
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-09162019-W","NITROGEN, KJELDAHL, TOTAL",2019-09-16 09:00:00,"KN","T",0.21,"mg/l",0.1,"mg/l",0.1,"","A",""
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-09162019-W","NITROGEN, NITRATE (AS N)",2019-09-16 09:00:00,"14797-55-8","T",0.469,"mg/l",NA,"mg/l",0.01,"","A",""
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-09162019-W","NITROGEN, NITRITE",2019-09-16 09:00:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-09162019-W","Orthophosphate as Phosphorus, Dissolved",2019-09-16 09:00:00,"PDORTHO","D",0.0321,"mg/l",0.0049,"mg/l",0.005,"","A",""
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-09162019-W","PHOSPHORUS, TOTAL (AS P)",2019-09-16 09:00:00,"7723-14-0","T",0.0512,"mg/l",0.0036,"mg/l",0.005,"","A",""
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-09162019-W","TURBIDITY",2019-09-16 09:00:00,"TURB","T",9.55,"ntu",0.06,"ntu",0.1,"","A",""
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-10092019-W","Bromodichloromethane",2019-10-09 00:00:00,"75-27-4","T",NA,"ug/l",0.22,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-10092019-W","Bromoform",2019-10-09 00:00:00,"75-25-2","T",NA,"ug/l",0.25,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-10092019-W","Chloroform",2019-10-09 00:00:00,"67-66-3","T",NA,"ug/l",0.24,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-10092019-W","Chlorophyll A",2019-10-09 00:00:00,"479-61-8","T",1.2,"ug/l",NA,"ug/l",0.16,"","A",""
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-10092019-W","Dibromochloromethane",2019-10-09 00:00:00,"124-48-1","T",NA,"ug/l",0.2,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-10092019-W","Nitrate+Nitrite as Nitrogen",2019-10-09 00:00:00,"NO3NO2N","T",0.448,"mg/l",0.0015,"mg/l",0.002,"","A",""
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-10092019-W","Nitrogen",2019-10-09 00:00:00,"7727-37-9","T",0.45,"mg/l",NA,"mg/l",0.1,"","A",""
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-10092019-W","Nitrogen, ammonia (As N)",2019-10-09 00:00:00,"7664-41-7","T",0.013,"mg/l",0.003,"mg/l",0.01,"","R","Precision error"
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-10092019-W","NITROGEN, KJELDAHL, TOTAL",2019-10-09 00:00:00,"KN","T",0.49,"mg/l",0.1,"mg/l",0.1,"","R","Result should be less than the total"
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-10092019-W","NITROGEN, NITRATE (AS N)",2019-10-09 00:00:00,"14797-55-8","T",0.448,"mg/l",NA,"mg/l",0.01,"","A",""
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-10092019-W","NITROGEN, NITRITE",2019-10-09 00:00:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-10092019-W","Orthophosphate as Phosphorus, Dissolved",2019-10-09 00:00:00,"PDORTHO","D",0.0324,"mg/l",0.0049,"mg/l",0.005,"","A",""
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-10092019-W","PHOSPHORUS, TOTAL (AS P)",2019-10-09 00:00:00,"7723-14-0","T",0.0749,"mg/l",0.0036,"mg/l",0.005,"","A",""
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-10092019-W","TURBIDITY",2019-10-09 00:00:00,"TURB","T",36.4,"ntu",0.06,"ntu",0.1,"","R","Holding Time error"
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-10162019-W","Bromodichloromethane",2019-10-16 09:20:00,"75-27-4","T",NA,"ug/l",0.22,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-10162019-W","Bromoform",2019-10-16 09:20:00,"75-25-2","T",NA,"ug/l",0.25,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-10162019-W","Chloroform",2019-10-16 09:20:00,"67-66-3","T",NA,"ug/l",0.24,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-10162019-W","Chlorophyll A",2019-10-16 09:20:00,"479-61-8","T",0.24,"ug/l",NA,"ug/l",0.039,"","A",""
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-10162019-W","Dibromochloromethane",2019-10-16 09:20:00,"124-48-1","T",NA,"ug/l",0.2,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-10162019-W","Nitrate+Nitrite as Nitrogen",2019-10-16 09:20:00,"NO3NO2N","T",0.487,"mg/l",0.0015,"mg/l",0.002,"","A",""
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-10162019-W","Nitrogen",2019-10-16 09:20:00,"7727-37-9","T",0.49,"mg/l",NA,"mg/l",0.1,"","A",""
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-10162019-W","Nitrogen, ammonia (As N)",2019-10-16 09:20:00,"7664-41-7","T",0.021,"mg/l",0.003,"mg/l",0.01,"","R","Precision error"
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-10162019-W","NITROGEN, KJELDAHL, TOTAL",2019-10-16 09:20:00,"KN","T",0.28,"mg/l",0.1,"mg/l",0.1,"","A",""
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-10162019-W","NITROGEN, NITRATE (AS N)",2019-10-16 09:20:00,"14797-55-8","T",0.487,"mg/l",NA,"mg/l",0.01,"","A",""
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-10162019-W","NITROGEN, NITRITE",2019-10-16 09:20:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-10162019-W","Orthophosphate as Phosphorus, Dissolved",2019-10-16 09:20:00,"PDORTHO","D",0.0294,"mg/l",0.0049,"mg/l",0.005,"","A",""
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-10162019-W","PHOSPHORUS, TOTAL (AS P)",2019-10-16 09:20:00,"7723-14-0","T",0.0381,"mg/l",0.0036,"mg/l",0.005,"","A",""
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-10162019-W","TURBIDITY",2019-10-16 09:20:00,"TURB","T",4.67,"ntu",0.06,"ntu",0.1,"","J","estimated value due to Equipment Blank error"
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-10292019-W","Bromodichloromethane",2019-10-29 09:30:00,"75-27-4","T",NA,"ug/l",0.22,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-10292019-W","Bromoform",2019-10-29 09:30:00,"75-25-2","T",NA,"ug/l",0.25,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-10292019-W","Chloroform",2019-10-29 09:30:00,"67-66-3","T",NA,"ug/l",0.24,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-10292019-W","Chlorophyll A",2019-10-29 09:30:00,"479-61-8","T",0.519,"ug/l",NA,"ug/l",0.08,"","A",""
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-10292019-W","Dibromochloromethane",2019-10-29 09:30:00,"124-48-1","T",NA,"ug/l",0.2,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-10292019-W","Nitrate+Nitrite as Nitrogen",2019-10-29 09:30:00,"NO3NO2N","T",0.352,"mg/l",0.0015,"mg/l",0.002,"","R","Result should be less than the total"
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-10292019-W","Nitrogen",2019-10-29 09:30:00,"7727-37-9","T",0.35,"mg/l",NA,"mg/l",0.1,"","A",""
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-10292019-W","Nitrogen, ammonia (As N)",2019-10-29 09:30:00,"7664-41-7","T",NA,"mg/l",0.003,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-10292019-W","NITROGEN, KJELDAHL, TOTAL",2019-10-29 09:30:00,"KN","T",0.49,"mg/l",0.1,"mg/l",0.1,"","R","Precision error ; Result should be less than the total"
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-10292019-W","NITROGEN, NITRATE (AS N)",2019-10-29 09:30:00,"14797-55-8","T",0.352,"mg/l",NA,"mg/l",0.01,"","A",""
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-10292019-W","NITROGEN, NITRITE",2019-10-29 09:30:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-10292019-W","Orthophosphate as Phosphorus, Dissolved",2019-10-29 09:30:00,"PDORTHO","D",0.0209,"mg/l",0.0049,"mg/l",0.005,"","A",""
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-10292019-W","PHOSPHORUS, TOTAL (AS P)",2019-10-29 09:30:00,"7723-14-0","T",0.0659,"mg/l",0.0036,"mg/l",0.005,"","A",""
"Mohawk 2019","12-MOHK-24.0","12-MOHK-24-10292019-W","TURBIDITY",2019-10-29 09:30:00,"TURB","T",41.3,"ntu",0.06,"ntu",0.1,"","A",""
"Mohawk 2019","12-OTSQ-0.2","12-OTSQ-0.2-05082019-W","Chlorophyll A",2019-05-08 09:30:00,"479-61-8","T",3.51,"ug/l",NA,"ug/l",0.16,"","A",""
"Mohawk 2019","12-OTSQ-0.2","12-OTSQ-0.2-05082019-W","Nitrate+Nitrite as Nitrogen",2019-05-08 09:30:00,"NO3NO2N","T",0.309,"mg/l",0.0015,"mg/l",0.002,"","A",""
"Mohawk 2019","12-OTSQ-0.2","12-OTSQ-0.2-05082019-W","Nitrogen",2019-05-08 09:30:00,"KN","T",0.31,"mg/l",NA,"mg/l",0.1,"","A",""
"Mohawk 2019","12-OTSQ-0.2","12-OTSQ-0.2-05082019-W","Nitrogen, ammonia (As N)",2019-05-08 09:30:00,"7664-41-7","T",NA,"mg/l",0.0036,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-OTSQ-0.2","12-OTSQ-0.2-05082019-W","NITROGEN, KJELDAHL, TOTAL",2019-05-08 09:30:00,"KN","T",0.28,"mg/l",0.1,"mg/l",0.1,"","A",""
"Mohawk 2019","12-OTSQ-0.2","12-OTSQ-0.2-05082019-W","NITROGEN, NITRATE (AS N)",2019-05-08 09:30:00,"14797-55-8","T",0.309,"mg/l",NA,"mg/l",0.01,"","A",""
"Mohawk 2019","12-OTSQ-0.2","12-OTSQ-0.2-05082019-W","NITROGEN, NITRITE",2019-05-08 09:30:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-OTSQ-0.2","12-OTSQ-0.2-05082019-W","Orthophosphate as Phosphorus, Dissolved",2019-05-08 09:30:00,"PDORTHO","D",0.085,"mg/l",0.0049,"mg/l",0.005,"","R","Result should be less than the total"
"Mohawk 2019","12-OTSQ-0.2","12-OTSQ-0.2-05082019-W","PHOSPHORUS, TOTAL (AS P)",2019-05-08 09:30:00,"7723-14-0","T",0.0118,"mg/l",0.0036,"mg/l",0.005,"","A",""
"Mohawk 2019","12-OTSQ-0.2","12-OTSQ-0.2-05212019-W","Chlorophyll A",2019-05-21 09:30:00,"479-61-8","T",2.18,"ug/l",NA,"ug/l",0.091,"","A",""
"Mohawk 2019","12-OTSQ-0.2","12-OTSQ-0.2-05212019-W","Nitrate+Nitrite as Nitrogen",2019-05-21 09:30:00,"NO3NO2N","T",0.502,"mg/l",0.0015,"mg/l",0.002,"","R","Result should be less than the total"
"Mohawk 2019","12-OTSQ-0.2","12-OTSQ-0.2-05212019-W","Nitrogen",2019-05-21 09:30:00,"KN","T",0.5,"mg/l",NA,"mg/l",0.1,"","A",""
"Mohawk 2019","12-OTSQ-0.2","12-OTSQ-0.2-05212019-W","Nitrogen, ammonia (As N)",2019-05-21 09:30:00,"7664-41-7","T",0.441,"mg/l",0.0036,"mg/l",0.005,"","R","Accuracy error"
"Mohawk 2019","12-OTSQ-0.2","12-OTSQ-0.2-05212019-W","NITROGEN, KJELDAHL, TOTAL",2019-05-21 09:30:00,"KN","T",1.03,"mg/l",0.1,"mg/l",0.1,"","R","Result should be less than the total"
"Mohawk 2019","12-OTSQ-0.2","12-OTSQ-0.2-05212019-W","NITROGEN, NITRATE (AS N)",2019-05-21 09:30:00,"14797-55-8","T",0.502,"mg/l",NA,"mg/l",0.01,"","A",""
"Mohawk 2019","12-OTSQ-0.2","12-OTSQ-0.2-05212019-W","NITROGEN, NITRITE",2019-05-21 09:30:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-OTSQ-0.2","12-OTSQ-0.2-05212019-W","Orthophosphate as Phosphorus, Dissolved",2019-05-21 09:30:00,"PDORTHO","D",0.0277,"mg/l",0.0049,"mg/l",0.005,"","A",""
"Mohawk 2019","12-OTSQ-0.2","12-OTSQ-0.2-05212019-W","PHOSPHORUS, TOTAL (AS P)",2019-05-21 09:30:00,"7723-14-0","T",0.0712,"mg/l",0.0036,"mg/l",0.005,"","A",""
"Mohawk 2019","12-OTSQ-0.2","12-OTSQ-0.2-06052019-W","Chlorophyll A",2019-06-05 09:45:00,"479-61-8","T",1.2,"ug/l",NA,"ug/l",0.044,"","A",""
"Mohawk 2019","12-OTSQ-0.2","12-OTSQ-0.2-06052019-W","Nitrate+Nitrite as Nitrogen",2019-06-05 09:45:00,"NO3NO2N","T",0.411,"mg/l",0.0015,"mg/l",0.002,"","R","Result should be less than the total"
"Mohawk 2019","12-OTSQ-0.2","12-OTSQ-0.2-06052019-W","Nitrogen",2019-06-05 09:45:00,"KN","T",0.41,"mg/l",NA,"mg/l",0.1,"","A",""
"Mohawk 2019","12-OTSQ-0.2","12-OTSQ-0.2-06052019-W","Nitrogen, ammonia (As N)",2019-06-05 09:45:00,"7664-41-7","T",NA,"mg/l",0.0036,"mg/l",0.005,"U","R","Analyte was analyzed for but not detected ; Accuracy error"
"Mohawk 2019","12-OTSQ-0.2","12-OTSQ-0.2-06052019-W","NITROGEN, KJELDAHL, TOTAL",2019-06-05 09:45:00,"KN","T",0.23,"mg/l",0.1,"mg/l",0.1,"","A",""
"Mohawk 2019","12-OTSQ-0.2","12-OTSQ-0.2-06052019-W","NITROGEN, NITRATE (AS N)",2019-06-05 09:45:00,"14797-55-8","T",0.411,"mg/l",NA,"mg/l",0.01,"","A",""
"Mohawk 2019","12-OTSQ-0.2","12-OTSQ-0.2-06052019-W","NITROGEN, NITRITE",2019-06-05 09:45:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-OTSQ-0.2","12-OTSQ-0.2-06052019-W","Orthophosphate as Phosphorus, Dissolved",2019-06-05 09:45:00,"PDORTHO","D",NA,"mg/l",0.0049,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-OTSQ-0.2","12-OTSQ-0.2-06052019-W","PHOSPHORUS, TOTAL (AS P)",2019-06-05 09:45:00,"7723-14-0","T",NA,"mg/l",0.0036,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-OTSQ-0.2","12-OTSQ-0.2-06112019-W","Chlorophyll A",2019-06-11 11:45:00,"479-61-8","T",1.08,"ug/l",NA,"ug/l",0.043,"","A",""
"Mohawk 2019","12-OTSQ-0.2","12-OTSQ-0.2-06112019-W","Nitrate+Nitrite as Nitrogen",2019-06-11 11:45:00,"NO3NO2N","T",0.471,"mg/l",0.0015,"mg/l",0.002,"","R","Result should be less than the total"
"Mohawk 2019","12-OTSQ-0.2","12-OTSQ-0.2-06112019-W","Nitrogen",2019-06-11 11:45:00,"KN","T",0.47,"mg/l",NA,"mg/l",0.1,"","A",""
"Mohawk 2019","12-OTSQ-0.2","12-OTSQ-0.2-06112019-W","Nitrogen, ammonia (As N)",2019-06-11 11:45:00,"7664-41-7","T",NA,"mg/l",0.0036,"mg/l",0.005,"U","R","Analyte was analyzed for but not detected ; Accuracy error"
"Mohawk 2019","12-OTSQ-0.2","12-OTSQ-0.2-06112019-W","NITROGEN, KJELDAHL, TOTAL",2019-06-11 11:45:00,"KN","T",0.23,"mg/l",0.1,"mg/l",0.1,"","A",""
"Mohawk 2019","12-OTSQ-0.2","12-OTSQ-0.2-06112019-W","NITROGEN, NITRATE (AS N)",2019-06-11 11:45:00,"14797-55-8","T",0.471,"mg/l",NA,"mg/l",0.01,"","A",""
"Mohawk 2019","12-OTSQ-0.2","12-OTSQ-0.2-06112019-W","NITROGEN, NITRITE",2019-06-11 11:45:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-OTSQ-0.2","12-OTSQ-0.2-06112019-W","Orthophosphate as Phosphorus, Dissolved",2019-06-11 11:45:00,"PDORTHO","D",NA,"mg/l",0.0049,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-OTSQ-0.2","12-OTSQ-0.2-06112019-W","PHOSPHORUS, TOTAL (AS P)",2019-06-11 11:45:00,"7723-14-0","T",0.0091,"mg/l",0.0036,"mg/l",0.005,"","A",""
"Mohawk 2019","12-OTSQ-0.2","12-OTSQ-0.2-06182019-W","Chlorophyll A",2019-06-18 09:15:00,"479-61-8","T",1.56,"ug/l",NA,"ug/l",0.043,"","A",""
"Mohawk 2019","12-OTSQ-0.2","12-OTSQ-0.2-06182019-W","Nitrate+Nitrite as Nitrogen",2019-06-18 09:15:00,"NO3NO2N","T",0.447,"mg/l",0.0015,"mg/l",0.002,"","A",""
"Mohawk 2019","12-OTSQ-0.2","12-OTSQ-0.2-06182019-W","Nitrogen",2019-06-18 09:15:00,"KN","T",0.45,"mg/l",NA,"mg/l",0.1,"","A",""
"Mohawk 2019","12-OTSQ-0.2","12-OTSQ-0.2-06182019-W","Nitrogen, ammonia (As N)",2019-06-18 09:15:00,"7664-41-7","T",NA,"mg/l",0.0036,"mg/l",0.005,"U","U","Analyte was analyzed for but not detected"
"Mohawk 2019","12-OTSQ-0.2","12-OTSQ-0.2-06182019-W","NITROGEN, KJELDAHL, TOTAL",2019-06-18 09:15:00,"KN","T",0.28,"mg/l",0.1,"mg/l",0.1,"","A",""
"Mohawk 2019","12-OTSQ-0.2","12-OTSQ-0.2-06182019-W","NITROGEN, NITRATE (AS N)",2019-06-18 09:15:00,"14797-55-8","T",0.447,"mg/l",NA,"mg/l",0.01,"","A",""
"Mohawk 2019","12-OTSQ-0.2","12-OTSQ-0.2-06182019-W","NITROGEN, NITRITE",2019-06-18 09:15:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
